
---------- Begin Simulation Statistics ----------
simSeconds                                   0.000017                       # Number of seconds simulated (Second)
simTicks                                     17180500                       # Number of ticks simulated (Tick)
finalTick                                    17180500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                      0.11                       # Real time elapsed on the host (Second)
hostTickRate                                152691125                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8548928                       # Number of bytes of host memory used (Byte)
simInsts                                         5511                       # Number of instructions simulated (Count)
simOps                                           6337                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    48937                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      56269                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           500                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            2                       # Voltage in Volts (Volt)
system.cpu0.numCycles                           34362                       # Number of cpu cycles simulated (Cycle)
system.cpu0.cpi                              6.235166                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu0.ipc                              0.160381                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                          12888                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                      46                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                         10163                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                    66                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined                6596                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined            16590                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                  9                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples              14455                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              0.703079                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             1.462781                       # Number of insts issued each cycle (Count)
system.cpu0.fetch.nisnDist::stdev            2.645146                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::underflows              0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::0                   11029     76.30%     76.30% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::1                     376      2.60%     78.90% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::2                     237      1.64%     80.54% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::3                     308      2.13%     82.67% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::4                     263      1.82%     84.49% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::5                     452      3.13%     87.62% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::6                     180      1.25%     88.86% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::7                     234      1.62%     90.48% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::8                    1376      9.52%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::overflows               0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::min_value               0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::max_value               8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::total               14455                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetchStats0.numInsts                15929                       # Number of instructions fetched (thread level) (Count)
system.cpu0.fetchStats0.numOps                      0                       # Number of ops (including micro ops) fetched (thread level) (Count)
system.cpu0.fetchStats0.fetchRate            0.463564                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu0.fetchStats0.numBranches              3704                       # Number of branches fetched (Count)
system.cpu0.fetchStats0.branchRate           0.107793                       # Number of branch fetches per cycle (Ratio)
system.cpu0.fetchStats0.icacheStallCycles         8139                       # ICache total stall cycles (Cycle)
system.cpu0.fetchStats0.numFetchSuspends            0                       # Number of times Execute suspended instruction fetching (Count)
system.cpu0.icache.demandHits::cpu0.inst         2025                       # number of demand (read+write) hits (Count)
system.cpu0.icache.demandHits::total             2025                       # number of demand (read+write) hits (Count)
system.cpu0.icache.overallHits::cpu0.inst         2025                       # number of overall hits (Count)
system.cpu0.icache.overallHits::total            2025                       # number of overall hits (Count)
system.cpu0.icache.demandMisses::cpu0.inst          399                       # number of demand (read+write) misses (Count)
system.cpu0.icache.demandMisses::total            399                       # number of demand (read+write) misses (Count)
system.cpu0.icache.overallMisses::cpu0.inst          399                       # number of overall misses (Count)
system.cpu0.icache.overallMisses::total           399                       # number of overall misses (Count)
system.cpu0.icache.demandMissLatency::cpu0.inst     26231000                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.icache.demandMissLatency::total     26231000                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.icache.overallMissLatency::cpu0.inst     26231000                       # number of overall miss ticks (Tick)
system.cpu0.icache.overallMissLatency::total     26231000                       # number of overall miss ticks (Tick)
system.cpu0.icache.demandAccesses::cpu0.inst         2424                       # number of demand (read+write) accesses (Count)
system.cpu0.icache.demandAccesses::total         2424                       # number of demand (read+write) accesses (Count)
system.cpu0.icache.overallAccesses::cpu0.inst         2424                       # number of overall (read+write) accesses (Count)
system.cpu0.icache.overallAccesses::total         2424                       # number of overall (read+write) accesses (Count)
system.cpu0.icache.demandMissRate::cpu0.inst     0.164604                       # miss rate for demand accesses (Ratio)
system.cpu0.icache.demandMissRate::total     0.164604                       # miss rate for demand accesses (Ratio)
system.cpu0.icache.overallMissRate::cpu0.inst     0.164604                       # miss rate for overall accesses (Ratio)
system.cpu0.icache.overallMissRate::total     0.164604                       # miss rate for overall accesses (Ratio)
system.cpu0.icache.demandAvgMissLatency::cpu0.inst 65741.854637                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.icache.demandAvgMissLatency::total 65741.854637                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.icache.overallAvgMissLatency::cpu0.inst 65741.854637                       # average overall miss latency ((Tick/Count))
system.cpu0.icache.overallAvgMissLatency::total 65741.854637                       # average overall miss latency ((Tick/Count))
system.cpu0.icache.blockedCycles::no_mshrs          331                       # number of cycles access was blocked (Cycle)
system.cpu0.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu0.icache.blockedCauses::no_mshrs            4                       # number of times access was blocked (Count)
system.cpu0.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu0.icache.avgBlocked::no_mshrs     82.750000                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.icache.demandMshrHits::cpu0.inst           95                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.icache.demandMshrHits::total           95                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.icache.overallMshrHits::cpu0.inst           95                       # number of overall MSHR hits (Count)
system.cpu0.icache.overallMshrHits::total           95                       # number of overall MSHR hits (Count)
system.cpu0.icache.demandMshrMisses::cpu0.inst          304                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.icache.demandMshrMisses::total          304                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.icache.overallMshrMisses::cpu0.inst          304                       # number of overall MSHR misses (Count)
system.cpu0.icache.overallMshrMisses::total          304                       # number of overall MSHR misses (Count)
system.cpu0.icache.demandMshrMissLatency::cpu0.inst     21176500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.icache.demandMshrMissLatency::total     21176500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.icache.overallMshrMissLatency::cpu0.inst     21176500                       # number of overall MSHR miss ticks (Tick)
system.cpu0.icache.overallMshrMissLatency::total     21176500                       # number of overall MSHR miss ticks (Tick)
system.cpu0.icache.demandMshrMissRate::cpu0.inst     0.125413                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.icache.demandMshrMissRate::total     0.125413                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.icache.overallMshrMissRate::cpu0.inst     0.125413                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.icache.overallMshrMissRate::total     0.125413                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.icache.demandAvgMshrMissLatency::cpu0.inst 69659.539474                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.demandAvgMshrMissLatency::total 69659.539474                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.overallAvgMshrMissLatency::cpu0.inst 69659.539474                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.overallAvgMshrMissLatency::total 69659.539474                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.replacements                    48                       # number of replacements (Count)
system.cpu0.icache.ReadReq.hits::cpu0.inst         2025                       # number of ReadReq hits (Count)
system.cpu0.icache.ReadReq.hits::total           2025                       # number of ReadReq hits (Count)
system.cpu0.icache.ReadReq.misses::cpu0.inst          399                       # number of ReadReq misses (Count)
system.cpu0.icache.ReadReq.misses::total          399                       # number of ReadReq misses (Count)
system.cpu0.icache.ReadReq.missLatency::cpu0.inst     26231000                       # number of ReadReq miss ticks (Tick)
system.cpu0.icache.ReadReq.missLatency::total     26231000                       # number of ReadReq miss ticks (Tick)
system.cpu0.icache.ReadReq.accesses::cpu0.inst         2424                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu0.icache.ReadReq.accesses::total         2424                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu0.icache.ReadReq.missRate::cpu0.inst     0.164604                       # miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.missRate::total     0.164604                       # miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.avgMissLatency::cpu0.inst 65741.854637                       # average ReadReq miss latency ((Tick/Count))
system.cpu0.icache.ReadReq.avgMissLatency::total 65741.854637                       # average ReadReq miss latency ((Tick/Count))
system.cpu0.icache.ReadReq.mshrHits::cpu0.inst           95                       # number of ReadReq MSHR hits (Count)
system.cpu0.icache.ReadReq.mshrHits::total           95                       # number of ReadReq MSHR hits (Count)
system.cpu0.icache.ReadReq.mshrMisses::cpu0.inst          304                       # number of ReadReq MSHR misses (Count)
system.cpu0.icache.ReadReq.mshrMisses::total          304                       # number of ReadReq MSHR misses (Count)
system.cpu0.icache.ReadReq.mshrMissLatency::cpu0.inst     21176500                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu0.icache.ReadReq.mshrMissLatency::total     21176500                       # number of ReadReq MSHR miss ticks (Tick)
