
---------- Begin Simulation Statistics ----------
simSeconds                                   0.000073                       # Number of seconds simulated (Second)
simTicks                                     72689500                       # Number of ticks simulated (Tick)
finalTick                                    72689500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                      0.41                       # Real time elapsed on the host (Second)
hostTickRate                                178629003                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8593864                       # Number of bytes of host memory used (Byte)
simInsts                                        58948                       # Number of instructions simulated (Count)
simOps                                          69863                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   144823                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     171636                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           500                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            2                       # Voltage in Volts (Volt)
system.cpu0.numCycles                          145380                       # Number of cpu cycles simulated (Cycle)
system.cpu0.cpi                              2.466241                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu0.ipc                              0.405475                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                          89699                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                      98                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                         82722                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                   119                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined               19933                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined            49774                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                 13                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples              71588                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              1.155529                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             1.768727                       # Number of insts issued each cycle (Count)
system.cpu0.fetchStats0.numFetchSuspends            0                       # Number of times Execute suspended instruction fetching (Count)
system.cpu0.icache.demandHits::cpu0.inst        14298                       # number of demand (read+write) hits (Count)
system.cpu0.icache.demandHits::total            14298                       # number of demand (read+write) hits (Count)
system.cpu0.icache.overallHits::cpu0.inst        14298                       # number of overall hits (Count)
system.cpu0.icache.overallHits::total           14298                       # number of overall hits (Count)
system.cpu0.icache.demandMisses::cpu0.inst         1432                       # number of demand (read+write) misses (Count)
system.cpu0.icache.demandMisses::total           1432                       # number of demand (read+write) misses (Count)
system.cpu0.icache.overallMisses::cpu0.inst         1432                       # number of overall misses (Count)
system.cpu0.icache.overallMisses::total          1432                       # number of overall misses (Count)
system.cpu0.icache.demandMissLatency::cpu0.inst     92687000                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.icache.demandMissLatency::total     92687000                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.icache.overallMissLatency::cpu0.inst     92687000                       # number of overall miss ticks (Tick)
system.cpu0.icache.overallMissLatency::total     92687000                       # number of overall miss ticks (Tick)
system.cpu0.icache.demandAccesses::cpu0.inst        15730                       # number of demand (read+write) accesses (Count)
system.cpu0.icache.demandAccesses::total        15730                       # number of demand (read+write) accesses (Count)
system.cpu0.icache.overallAccesses::cpu0.inst        15730                       # number of overall (read+write) accesses (Count)
system.cpu0.icache.overallAccesses::total        15730                       # number of overall (read+write) accesses (Count)
system.cpu0.icache.demandMissRate::cpu0.inst     0.091036                       # miss rate for demand accesses (Ratio)
system.cpu0.icache.demandMissRate::total     0.091036                       # miss rate for demand accesses (Ratio)
system.cpu0.icache.overallMissRate::cpu0.inst     0.091036                       # miss rate for overall accesses (Ratio)
system.cpu0.icache.overallMissRate::total     0.091036                       # miss rate for overall accesses (Ratio)
system.cpu0.icache.demandAvgMissLatency::cpu0.inst 64725.558659                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.icache.demandAvgMissLatency::total 64725.558659                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.icache.overallAvgMissLatency::cpu0.inst 64725.558659                       # average overall miss latency ((Tick/Count))
system.cpu0.icache.overallAvgMissLatency::total 64725.558659                       # average overall miss latency ((Tick/Count))
system.cpu0.icache.blockedCycles::no_mshrs          330                       # number of cycles access was blocked (Cycle)
system.cpu0.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu0.icache.blockedCauses::no_mshrs            6                       # number of times access was blocked (Count)
system.cpu0.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu0.icache.avgBlocked::no_mshrs            55                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.icache.demandMshrHits::cpu0.inst          349                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.icache.demandMshrHits::total          349                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.icache.overallMshrHits::cpu0.inst          349                       # number of overall MSHR hits (Count)
system.cpu0.icache.overallMshrHits::total          349                       # number of overall MSHR hits (Count)
system.cpu0.icache.demandMshrMisses::cpu0.inst         1083                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.icache.demandMshrMisses::total         1083                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.icache.overallMshrMisses::cpu0.inst         1083                       # number of overall MSHR misses (Count)
system.cpu0.icache.overallMshrMisses::total         1083                       # number of overall MSHR misses (Count)
system.cpu0.icache.demandMshrMissLatency::cpu0.inst     73114000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.icache.demandMshrMissLatency::total     73114000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.icache.overallMshrMissLatency::cpu0.inst     73114000                       # number of overall MSHR miss ticks (Tick)
system.cpu0.icache.overallMshrMissLatency::total     73114000                       # number of overall MSHR miss ticks (Tick)
system.cpu0.icache.demandMshrMissRate::cpu0.inst     0.068849                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.icache.demandMshrMissRate::total     0.068849                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.icache.overallMshrMissRate::cpu0.inst     0.068849                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.icache.overallMshrMissRate::total     0.068849                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.icache.demandAvgMshrMissLatency::cpu0.inst 67510.618652                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.demandAvgMshrMissLatency::total 67510.618652                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.overallAvgMshrMissLatency::cpu0.inst 67510.618652                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.overallAvgMshrMissLatency::total 67510.618652                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.replacements                   600                       # number of replacements (Count)
system.cpu0.icache.ReadReq.hits::cpu0.inst        14298                       # number of ReadReq hits (Count)
system.cpu0.icache.ReadReq.hits::total          14298                       # number of ReadReq hits (Count)
system.cpu0.icache.ReadReq.misses::cpu0.inst         1432                       # number of ReadReq misses (Count)
system.cpu0.icache.ReadReq.misses::total         1432                       # number of ReadReq misses (Count)
system.cpu0.icache.ReadReq.missLatency::cpu0.inst     92687000                       # number of ReadReq miss ticks (Tick)
system.cpu0.icache.ReadReq.missLatency::total     92687000                       # number of ReadReq miss ticks (Tick)
system.cpu0.icache.ReadReq.accesses::cpu0.inst        15730                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu0.icache.ReadReq.accesses::total        15730                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu0.icache.ReadReq.missRate::cpu0.inst     0.091036                       # miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.missRate::total     0.091036                       # miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.avgMissLatency::cpu0.inst 64725.558659                       # average ReadReq miss latency ((Tick/Count))
system.cpu0.icache.ReadReq.avgMissLatency::total 64725.558659                       # average ReadReq miss latency ((Tick/Count))
system.cpu0.icache.ReadReq.mshrHits::cpu0.inst          349                       # number of ReadReq MSHR hits (Count)
system.cpu0.icache.ReadReq.mshrHits::total          349                       # number of ReadReq MSHR hits (Count)
system.cpu0.icache.ReadReq.mshrMisses::cpu0.inst         1083                       # number of ReadReq MSHR misses (Count)
system.cpu0.icache.ReadReq.mshrMisses::total         1083                       # number of ReadReq MSHR misses (Count)
system.cpu0.icache.ReadReq.mshrMissLatency::cpu0.inst     73114000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu0.icache.ReadReq.mshrMissLatency::total     73114000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu0.icache.ReadReq.mshrMissRate::cpu0.inst     0.068849                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.mshrMissRate::total     0.068849                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.avgMshrMissLatency::cpu0.inst 67510.618652                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu0.icache.ReadReq.avgMshrMissLatency::total 67510.618652                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu0.icache.power_state.pwrStateResidencyTicks::UNDEFINED     72689500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.icache.tags.tagsInUse          329.647351                       # Average ticks per tags in use ((Tick/Count))
system.cpu0.icache.tags.totalRefs               15379                       # Total number of references to valid blocks. (Count)
system.cpu0.icache.tags.sampledRefs              1081                       # Sample count of references to valid blocks. (Count)
system.cpu0.icache.tags.avgRefs             14.226642                       # Average number of references to valid blocks. ((Count/Count))
system.cpu0.icache.tags.warmupTick              82000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu0.icache.tags.occupancies::cpu0.inst   329.647351                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu0.icache.tags.avgOccs::cpu0.inst     0.643842                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.icache.tags.avgOccs::total       0.643842                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.icache.tags.occupanciesTaskId::1024          481                       # Occupied blocks per task id (Count)
system.cpu0.icache.tags.ageTaskId_1024::0          169                       # Occupied blocks per task id, per block age (Count)
system.cpu0.icache.tags.ageTaskId_1024::1          312                       # Occupied blocks per task id, per block age (Count)
system.cpu0.icache.tags.ratioOccsTaskId::1024     0.939453                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu0.icache.tags.tagAccesses             32541                       # Number of tag accesses (Count)
system.cpu0.icache.tags.dataAccesses            32541                       # Number of data accesses (Count)
system.cpu0.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED     72689500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.iew.idleCycles                          0                       # Number of cycles IEW is idle (Cycle)
